vision_x,vision_y,vision_z,mocap_x,mocap_y,mocap_z,quad_x,quad_y,quad_z,quad_roll,quad_pitch,quad_yaw,error_x,error_y,error_z
0.900423,-0.447746,0.25763,0.922907,-0.421884,0.110859,1.65135,-0.523407,1.31957,-3.13266,-0.0142362,1.6503,0.0224838,0.0258617,-0.146772
0.900423,-0.447746,0.25763,0.922844,-0.421907,0.110878,1.67175,-0.556367,1.31169,-0.0448471,0.096772,-3.09468,0.0224202,0.0258385,-0.146752
1.07878,-0.457978,0.1323,0.922886,-0.421916,0.11088,1.86484,-0.577218,1.31127,-0.0385921,0.0750713,-3.08374,-0.155897,0.0360618,-0.0214194
0.943492,-0.453438,0.217448,0.92291,-0.421924,0.11084,2.09929,-0.604107,1.31458,-0.0423569,0.0258571,-3.09006,-0.0205814,0.0315146,-0.106608
0.903486,-0.447666,0.303323,0.922953,-0.421892,0.110782,2.23193,-0.648649,1.31452,-0.0752053,-0.021319,-3.08851,0.0194675,0.0257747,-0.19254
1.08916,-0.420038,0.121934,0.922951,-0.421913,0.110799,2.18344,-0.70255,1.31571,-0.0392953,0.0584055,-3.10338,-0.166213,-0.00187495,-0.0111349
1.0578,-0.445894,0.0767298,0.923086,-0.422062,0.111181,2.15129,-0.74118,1.3184,-0.0426167,0.0921472,-3.0987,-0.134714,0.023832,0.0344512
0.96748,-0.428245,0.16992,0.922956,-0.421903,0.110803,2.31041,-0.75153,1.31616,-0.032611,0.0397291,-3.09064,-0.044524,0.00634134,-0.0591171
0.912333,-0.445097,0.282066,0.922923,-0.421909,0.110799,2.40745,-0.755991,1.31369,-0.0449099,-0.0154008,-3.10274,0.0105891,0.0231886,-0.171267
1.01985,-0.443046,0.157924,0.922982,-0.421937,0.110818,2.34511,-0.778389,1.30977,-0.0434092,0.0386685,-3.10738,-0.0968707,0.0211094,-0.0471052
1.00575,-0.456135,0.158935,0.922948,-0.42191,0.110797,2.28128,-0.797442,1.3055,-0.0526983,0.026187,-3.11028,-0.0828005,0.034225,-0.048137
1.03065,-0.461028,0.143048,0.922964,-0.421893,0.110805,2.23831,-0.801032,1.30554,-0.043274,0.043598,-3.11039,-0.107683,0.039135,-0.0322429
1.03065,-0.461028,0.143048,0.922945,-0.421917,0.110812,2.21885,-0.802055,1.30558,-0.0388989,0.0325829,-3.09909,-0.107702,0.039111,-0.032236
1.0415,-0.442262,0.13218,0.923011,-0.42186,0.110824,2.21323,-0.803271,1.29851,-0.032314,0.0579366,-3.09871,-0.118494,0.0204023,-0.0213557
1.0415,-0.442262,0.13218,0.922862,-0.421816,0.110643,2.22213,-0.823139,1.29825,-0.0189692,0.0385561,-3.09275,-0.118643,0.0204461,-0.0215364
1.02171,-0.403957,0.169772,0.922934,-0.421898,0.110794,2.21391,-0.853375,1.31523,-0.0192629,0.0396372,-3.08262,-0.0987785,-0.0179418,-0.0589778
1.02171,-0.403957,0.169772,0.923019,-0.421849,0.110855,2.20583,-0.836103,1.32246,-0.0257348,0.0359295,-3.10164,-0.0986941,-0.0178927,-0.0589172
1.00563,-0.436593,0.164688,0.922948,-0.42189,0.110819,2.22115,-0.824929,1.31808,-0.0356517,0.0330839,-3.10429,-0.0826852,0.0147024,-0.0538687
0.964362,-0.462063,0.197762,0.922967,-0.42188,0.110821,2.24185,-0.804775,1.31635,-0.051794,0.0146315,-3.09578,-0.0413949,0.040183,-0.0869403
0.964362,-0.462063,0.197762,0.922937,-0.421879,0.110796,2.24056,-0.79695,1.31345,-0.0312941,-0.000882693,-3.10854,-0.0414242,0.0401837,-0.0869659
0.98845,-0.412141,0.211001,0.923011,-0.421856,0.110821,2.17423,-0.789144,1.30827,-0.0255525,0.0231838,-3.1198,-0.0654387,-0.00971583,-0.10018
1.03871,-0.29459,0.222116,0.922969,-0.421869,0.110801,2.09133,-0.66435,1.31276,0.0430762,0.0382964,-3.13398,-0.115738,-0.127279,-0.111315
0.277196,-2.25775,0.638357,0.923085,-0.422034,0.111177,1.99581,-0.246981,1.31268,0.0454238,0.0131048,2.84674,0.645889,1.83572,-0.52718
0.277196,-2.25775,0.638357,0.922922,-0.421913,0.11081,1.81579,0.347292,1.30607,0.0229622,0.0407295,2.71288,0.645726,1.83584,-0.527547
0.277196,-2.25775,0.638357,0.923043,-0.42202,0.111172,1.63482,0.952959,1.30711,-0.0737938,0.0626328,2.58517,0.645847,1.83573,-0.527185
0.277196,-2.25775,0.638357,0.923164,-0.423402,0.111699,1.56586,1.28686,1.30572,-0.0729219,0.0434312,2.56916,0.645967,1.83435,-0.526658
0.277196,-2.25775,0.638357,0.922574,-0.42197,0.110843,1.51446,1.45932,1.30052,-0.0724169,0.0500395,2.57084,0.645377,1.83578,-0.527513
0.277196,-2.25775,0.638357,0.922682,-0.42215,0.110957,1.48113,1.47816,1.30185,-0.0296505,0.0541185,2.22364,0.645486,1.8356,-0.5274
0.277196,-2.25775,0.638357,0.922671,-0.422206,0.110907,1.45593,1.39888,1.29674,0.00810566,0.0376738,2.15805,0.645475,1.83555,-0.52745
0.277196,-2.25775,0.638357,0.923055,-0.423493,0.111784,1.44185,1.33959,1.29638,0.0183946,0.0330299,2.1421,0.645859,1.83426,-0.526573
0.277196,-2.25775,0.638357,0.922717,-0.422804,0.11132,1.42072,1.29372,1.29983,0.0141376,0.0395951,2.14616,0.645521,1.83495,-0.527036
0.277196,-2.25775,0.638357,0.922754,-0.422778,0.111361,1.39746,1.27546,1.30317,0.0183656,0.0434253,2.151,0.645558,1.83498,-0.526996
0.277196,-2.25775,0.638357,0.922715,-0.422877,0.111385,1.36931,1.2856,1.30388,0.00625201,0.0490153,2.16776,0.645518,1.83488,-0.526971
0.277196,-2.25775,0.638357,0.922592,-0.422616,0.110977,1.35176,1.29703,1.30334,0.00297509,0.0566716,2.15989,0.645396,1.83514,-0.52738
0.277196,-2.25775,0.638357,0.922495,-0.422608,0.110794,1.34853,1.28606,1.30464,0.00389041,0.0496523,2.16294,0.645298,1.83515,-0.527563
0.277196,-2.25775,0.638357,0.922594,-0.422631,0.111001,1.36001,1.2748,1.30591,-3.13253,0.0123953,2.59113,0.645398,1.83512,-0.527355
0.277196,-2.25775,0.638357,0.922569,-0.422629,0.111013,1.38367,1.25665,1.3042,0.0209189,0.056692,2.15322,0.645373,1.83513,-0.527344
0.277196,-2.25775,0.638357,0.922581,-0.422617,0.110998,1.46862,1.3136,1.31021,0.0539045,0.0766316,2.15517,0.645385,1.83514,-0.527359
0.277196,-2.25775,0.638357,0.923064,-0.423466,0.111752,1.62168,1.51363,1.31473,0.037011,0.0496032,2.05831,0.645868,1.83429,-0.526605
0.277196,-2.25775,0.638357,0.922505,-0.422566,0.110812,1.76115,1.70442,1.31455,-0.00205292,-0.0122433,2.02801,0.645308,1.83519,-0.527545
0.277196,-2.25775,0.638357,0.922499,-0.422631,0.110826,1.72775,1.83678,1.30679,-0.0751407,0.157221,2.04104,0.645303,1.83512,-0.527531
0.601439,-0.37223,0.710557,0.922576,-0.422644,0.110991,2.28546,1.5747,1.31029,0.0581178,-0.111004,2.04478,0.321136,-0.0504144,-0.599566
0.601439,-0.37223,0.710557,0.922583,-0.422641,0.110979,2.41839,1.47722,1.31238,0.0196812,-0.0101868,2.04429,0.321144,-0.0504117,-0.599578
1.01266,-0.419958,0.141296,0.922253,-0.422508,0.111178,2.36841,1.43595,1.30598,-0.0164804,0.0538068,2.15575,-0.0904088,-0.00254971,-0.0301182
1.01266,-0.419958,0.141296,0.922257,-0.422508,0.111179,2.35169,1.35877,1.30575,0.0275617,0.0388897,2.2291,-0.0904047,-0.00255015,-0.0301173
0.808577,-0.35499,0.283172,0.922527,-0.42184,0.110869,2.30942,1.32533,1.31175,0.0827867,-0.0261804,2.22877,0.11395,-0.0668503,-0.172303
1.01841,-0.360152,0.0336111,0.922527,-0.421816,0.110868,2.17142,1.41545,1.30866,0.0116245,0.0716067,2.22526,-0.0958826,-0.0616633,0.0772572
1.01841,-0.360152,0.0336111,0.922754,-0.421956,0.110773,2.11995,1.55261,1.30919,-3.11955,-0.0132548,2.52457,-0.0956566,-0.0618038,0.0771616
-0.104415,0.510817,2.11176,0.922747,-0.421967,0.110761,2.18254,1.71188,1.30579,3.09898,0.0350286,2.52722,1.02716,-0.932784,-2.001
-0.104415,0.510817,2.11176,0.922766,-0.421944,0.110776,2.20233,1.74064,1.30518,3.09221,0.0286261,2.52154,1.02718,-0.93276,-2.00099
-0.104415,0.510817,2.11176,0.922711,-0.421978,0.110787,2.18116,1.62323,1.29915,0.00988427,0.0483099,2.23858,1.02713,-0.932795,-2.00097
-0.104415,0.510817,2.11176,0.922749,-0.421969,0.110813,2.17857,1.54171,1.2999,0.0152844,0.0214503,2.23532,1.02716,-0.932786,-2.00095
-0.104415,0.510817,2.11176,0.922758,-0.422016,0.110801,2.14576,1.50862,1.30464,0.0180534,0.0492646,2.22624,1.02717,-0.932832,-2.00096
-0.104415,0.510817,2.11176,0.922786,-0.421963,0.110752,2.12484,1.5031,1.31409,-3.13919,0.0142191,2.5219,1.0272,-0.93278,-2.00101
-0.104415,0.510817,2.11176,0.922689,-0.421881,0.110577,2.11361,1.50237,1.3112,0.00527511,0.0442142,2.23732,1.0271,-0.932698,-2.00118
-0.104415,0.510817,2.11176,0.922694,-0.421905,0.110592,2.11308,1.5021,1.31293,0.00704069,0.0379617,2.23597,1.02711,-0.932722,-2.00117
-0.104415,0.510817,2.11176,0.922553,-0.421846,0.110794,2.10819,1.4992,1.31367,-0.0370601,0.0283382,2.24634,1.02697,-0.932662,-2.00097
0.921058,-0.41929,0.330207,0.922409,-0.421672,0.110668,2.09068,1.43265,1.31051,-0.0194494,0.00987788,2.23765,0.00135052,-0.00238144,-0.219539
0.921058,-0.41929,0.330207,0.9225,-0.421819,0.110876,1.9967,1.27698,1.30991,-0.0548206,0.00698756,2.32888,0.00144178,-0.00252852,-0.219331
0.921058,-0.41929,0.330207,0.923541,-0.424465,0.112401,1.71238,0.941071,1.30995,-0.0272645,-0.0209197,2.81929,0.00248325,-0.00517431,-0.217806
0.921058,-0.41929,0.330207,0.922542,-0.422633,0.111049,1.27358,0.646772,1.30777,0.0168273,-0.065,-2.97505,0.00148422,-0.00334272,-0.219158
0.921058,-0.41929,0.330207,0.922892,-0.422832,0.111448,0.756916,0.505387,1.27554,0.0797775,0.00528722,-2.26386,0.00183415,-0.00354141,-0.218759
0.921058,-0.41929,0.330207,0.922531,-0.422552,0.11071,0.173442,0.579235,1.14978,0.0401433,0.0720413,-1.1313,0.00147241,-0.00326148,-0.219497
0.921058,-0.41929,0.330207,0.922539,-0.422686,0.111019,-0.214374,0.788016,0.991387,0.00396126,0.0231852,-0.00769895,0.00148106,-0.00339538,-0.219189
0.959617,-0.482488,0.30784,0.922545,-0.422673,0.111029,-0.467219,0.955817,1.02168,0.0376744,0.0396914,0.334574,-0.0370724,0.0598149,-0.196811
0.959617,-0.482488,0.30784,0.922438,-0.42264,0.110825,-0.603972,1.07258,1.25182,0.0044737,0.0651407,0.432557,-0.0371791,0.059848,-0.197015
0.959617,-0.482488,0.30784,0.922521,-0.422658,0.111016,-0.585494,1.11407,1.43422,0.0336519,-0.00216295,0.455556,-0.0370963,0.0598302,-0.196824
0.959617,-0.482488,0.30784,0.922551,-0.422673,0.111022,-0.533086,1.14723,1.51976,0.0175559,-0.0203822,0.463596,-0.0370663,0.0598158,-0.196818
0.959617,-0.482488,0.30784,0.922554,-0.422681,0.111017,-0.475714,1.15586,1.53605,0.0289803,-0.032709,0.45714,-0.0370626,0.0598071,-0.196823
0.959617,-0.482488,0.30784,0.922532,-0.422669,0.111033,-0.442345,1.15466,1.54241,0.0188628,-0.0188038,0.461104,-0.0370845,0.0598194,-0.196807
0.959617,-0.482488,0.30784,0.922518,-0.422661,0.111005,-0.397654,1.16635,1.54311,0.0335846,-0.0312675,0.455698,-0.0370985,0.0598278,-0.196835
0.959617,-0.482488,0.30784,0.92247,-0.422573,0.110705,-0.392814,1.19325,1.54545,0.0162632,-0.00632002,0.462034,-0.0371466,0.0599151,-0.197135
0.959617,-0.482488,0.30784,0.922466,-0.42255,0.110716,-0.381678,1.21307,1.54345,0.0120158,0.00753442,0.467863,-0.0371513,0.0599385,-0.197124
0.959617,-0.482488,0.30784,0.922573,-0.422648,0.111047,-0.346039,1.13491,1.54137,-0.0226287,-0.0299408,0.462887,-0.0370439,0.05984,-0.196793
0.959617,-0.482488,0.30784,0.922495,-0.422625,0.110766,-0.361446,0.971702,1.54368,-0.0325082,-0.0251613,0.455665,-0.0371221,0.0598638,-0.197074
0.959617,-0.482488,0.30784,0.92255,-0.422687,0.111002,-0.404019,0.693587,1.54038,0.0841917,0.0115417,0.441211,-0.037067,0.0598009,-0.196838
0.959617,-0.482488,0.30784,0.922739,-0.422863,0.111403,-0.42622,0.509283,1.54415,0.0972929,-0.0876322,0.449789,-0.0368778,0.059625,-0.196437
0.959617,-0.482488,0.30784,0.922586,-0.422673,0.111033,-0.647923,0.501591,1.56025,0.049364,-0.0013328,0.448613,-0.0370306,0.0598156,-0.196807
0.959617,-0.482488,0.30784,0.922333,-0.422732,0.110638,-0.822545,0.573632,1.5664,0.0145435,0.0286774,0.448545,-0.0372844,0.0597562,-0.197202
0.959617,-0.482488,0.30784,0.922392,-0.422674,0.110677,-0.873667,0.614847,1.561,0.00602622,0.0238455,0.454483,-0.0372248,0.0598146,-0.197163
0.959617,-0.482488,0.30784,0.922467,-0.422198,0.110595,-0.830025,0.614457,1.55079,0.0180951,-0.00855089,0.459597,-0.0371497,0.0602906,-0.197245
0.959617,-0.482488,0.30784,0.92261,-0.421985,0.110443,-0.765666,0.601106,1.54202,0.0244535,-0.018153,0.472543,-0.0370068,0.0605033,-0.197397
0.959617,-0.482488,0.30784,0.922759,-0.422028,0.11076,-0.70864,0.585219,1.5387,0.0320083,-0.027498,0.478033,-0.0368576,0.0604605,-0.19708
0.959617,-0.482488,0.30784,0.922826,-0.422011,0.110838,-0.672598,0.578571,1.53848,0.0318466,-0.0163933,0.465162,-0.0367913,0.0604773,-0.197002
0.959617,-0.482488,0.30784,0.922799,-0.422032,0.110784,-0.648755,0.585467,1.53877,0.0229711,-0.0262371,0.460582,-0.0368183,0.0604559,-0.197056
0.959617,-0.482488,0.30784,0.922804,-0.422021,0.110799,-0.634839,0.596088,1.53793,0.019178,-0.0212329,0.463414,-0.0368134,0.0604675,-0.197041
0.959617,-0.482488,0.30784,0.922792,-0.422019,0.110791,-0.629225,0.599428,1.53527,0.0169594,-0.0087141,0.462487,-0.0368255,0.0604695,-0.197049
0.959617,-0.482488,0.30784,0.922783,-0.421991,0.110803,-0.594653,0.572071,1.53385,0.00291738,-0.0357999,0.463901,-0.0368337,0.0604977,-0.197037
0.959617,-0.482488,0.30784,0.922774,-0.422019,0.110825,-0.573667,0.515811,1.53287,0.0330112,0.00553456,0.458777,-0.0368432,0.0604692,-0.197015
0.93317,-0.477276,0.307927,0.92281,-0.421988,0.11082,-0.526621,0.497999,1.49936,0.0265941,-0.0048347,0.472572,-0.0103604,0.0552884,-0.197107
0.93317,-0.477276,0.307927,0.922768,-0.422005,0.110831,-0.450263,0.500085,1.42387,0.0236484,-0.0220542,0.473235,-0.0104017,0.0552718,-0.197096
0.93317,-0.477276,0.307927,0.922728,-0.422054,0.110784,-0.378495,0.507972,1.36407,0.0151846,-0.0131902,0.463571,-0.0104418,0.0552222,-0.197143
0.93317,-0.477276,0.307927,0.92281,-0.422011,0.110816,-0.274766,0.512524,1.32291,0.025211,0.00484868,0.452321,-0.0103603,0.0552649,-0.197111
0.93317,-0.477276,0.307927,0.922782,-0.422,0.110804,-0.169206,0.51836,1.30601,0.0277404,-0.0332485,0.457919,-0.0103882,0.0552758,-0.197123
0.93317,-0.477276,0.307927,0.922778,-0.421996,0.110827,-0.123242,0.532343,1.30655,0.0405912,-0.0503548,0.464711,-0.0103923,0.05528,-0.1971
0.93317,-0.477276,0.307927,0.922898,-0.422175,0.111196,-0.136999,0.570141,1.30912,0.0197123,-0.0150307,0.462233,-0.0102724,0.0551013,-0.196731
